timestamp,interface-id,srcaddr,dstaddr,type,packets,bytes
2025-01-01T00:45:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,94,79336
2025-01-01T00:46:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,103,88683
2025-01-01T00:46:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,100,75100
2025-01-01T00:47:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,85,73610
2025-01-01T00:47:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,116,91872
2025-01-01T00:48:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,95,81510
2025-01-01T00:48:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,88,67232
2025-01-01T00:49:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,105,82320
2025-01-01T00:49:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,99,78507
2025-01-01T00:50:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,102,87312
2025-01-01T00:50:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,100,82500
2025-01-01T00:51:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,79,63042
2025-01-01T00:51:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,91,68341
2025-01-01T00:52:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,90,70740
2025-01-01T00:52:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,108,80568
2025-01-01T00:53:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,99,77220
2025-01-01T00:53:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,96,80640
2025-01-01T00:54:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,104,88712
2025-01-01T00:54:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,98,75656
2025-01-01T00:55:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,97,78473
2025-01-01T00:55:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,101,76356
2025-01-01T00:56:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,80900
2025-01-01T00:56:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,124,108500
2025-01-01T00:57:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,91,71708
2025-01-01T00:57:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,85,65960
2025-01-01T00:58:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,103,87344
2025-01-01T00:58:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,92,71116
2025-01-01T00:59:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,78,61854
2025-01-01T00:59:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,89,69242
2025-01-01T01:00:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,91,72436
2025-01-01T01:00:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,82,60762
2025-01-01T01:01:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,121,90508
2025-01-01T01:01:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,89,77697
2025-01-01T01:02:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,129,97137
2025-01-01T01:02:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,96,78048
2025-01-01T01:03:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,117,88920
2025-01-01T01:03:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,97,80607
2025-01-01T01:04:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,104,81536
2025-01-01T01:04:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,98,73010
2025-01-01T01:05:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,97,76533
2025-01-01T01:05:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,102,79254
2025-01-01T01:06:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,105,88200
2025-01-01T01:06:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,101,82214
2025-01-01T01:07:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,101,80800
2025-01-01T01:07:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,93,75516
2025-01-01T01:08:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,99,87417
2025-01-01T01:08:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,116,94540
2025-01-01T01:09:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,92,69460
2025-01-01T01:09:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,112,90720
2025-01-01T01:10:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,105,76650
2025-01-01T01:10:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,110,89980
2025-01-01T01:11:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,89,69509
2025-01-01T01:11:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,103,82606
2025-01-01T01:12:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,97,77115
2025-01-01T01:12:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,98,78988
2025-01-01T01:13:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,115,80155
2025-01-01T01:13:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,98,79086
2025-01-01T01:14:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,103,80855
2025-01-01T01:14:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,83,67479
2025-01-01T01:15:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,118,87084
2025-01-01T01:15:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,109,85674
2025-01-01T01:16:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,75700
2025-01-01T01:16:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,97,82644
2025-01-01T01:17:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,107,92983
2025-01-01T01:17:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,113,92321
2025-01-01T01:18:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,118,96406
2025-01-01T01:18:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,109,85892
2025-01-01T01:19:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,101,77972
2025-01-01T01:19:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,111,83472
2025-01-01T01:20:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,109,86328
2025-01-01T01:20:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,113,93790
2025-01-01T01:21:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,119,98651
2025-01-01T01:21:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,85,67745
2025-01-01T01:22:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,89,69331
2025-01-01T01:22:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,116,95700
2025-01-01T01:23:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,94,71346
2025-01-01T01:23:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,101,75851
2025-01-01T01:24:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,94,76328
2025-01-01T01:24:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,113,93112
2025-01-01T01:25:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,78,63336
2025-01-01T01:25:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,102,83232
2025-01-01T01:26:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,118,84606
2025-01-01T01:26:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,95,78185
2025-01-01T01:27:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,85,73015
2025-01-01T01:27:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,105,87465
2025-01-01T01:28:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,96,79872
2025-01-01T01:28:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,112,90608
2025-01-01T01:29:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,104,84240
2025-01-01T01:29:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,93,73842
2025-01-01T01:30:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,81500
2025-01-01T01:30:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,112,84784
2025-01-01T01:31:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,85900
2025-01-01T01:31:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,94,72098
2025-01-01T01:32:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,104,86632
2025-01-01T01:32:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,102,87006
2025-01-01T01:33:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,110,91630
2025-01-01T01:33:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,107,95551
2025-01-01T01:34:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,71900
2025-01-01T01:34:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,118,92158
2025-01-01T01:35:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,103,87756
2025-01-01T01:35:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,85,63665
2025-01-01T01:36:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,86,66048
2025-01-01T01:36:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,106,86920
2025-01-01T01:37:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,105,78015
2025-01-01T01:37:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,78,62556
2025-01-01T01:38:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,97,79346
2025-01-01T01:38:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,109,87745
2025-01-01T01:39:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,110,88990
2025-01-01T01:39:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,108,83268
2025-01-01T01:40:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,80700
2025-01-01T01:40:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,111,87024
2025-01-01T01:41:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,108,85212
2025-01-01T01:41:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,101,84133
2025-01-01T01:42:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,82,61336
2025-01-01T01:42:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,87,61422
2025-01-01T01:43:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,95,78755
2025-01-01T01:43:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,99,79893
2025-01-01T01:44:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,114,97242
2025-01-01T01:44:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,102,87108
2025-01-01T01:45:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,103,78898
2025-01-01T01:45:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,96,71040
2025-01-01T01:46:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,93,73005
2025-01-01T01:46:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,111,96348
2025-01-01T01:47:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,88,71720
2025-01-01T01:47:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,92,75256
2025-01-01T01:48:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,101,73326
2025-01-01T01:48:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,112,86800
2025-01-01T01:49:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,97,73429
2025-01-01T01:49:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,96,78432
2025-01-01T01:50:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,101,82113
2025-01-01T01:50:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,107,91164
2025-01-01T01:51:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,99,73260
2025-01-01T01:51:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,114,89604
2025-01-01T01:52:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,114,92910
2025-01-01T01:52:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,102,82926
2025-01-01T01:53:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,123,108609
2025-01-01T01:53:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,104,83824
2025-01-01T01:54:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,114,87324
2025-01-01T01:54:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,107,85386
2025-01-01T01:55:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,106,81196
2025-01-01T01:55:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,87,62379
2025-01-01T01:56:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,92,71852
2025-01-01T01:56:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,100,87700
2025-01-01T01:57:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,115,87515
2025-01-01T01:57:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,107,83781
2025-01-01T01:58:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,80700
2025-01-01T01:58:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,110,86460
2025-01-01T01:59:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,114,85956
2025-01-01T01:59:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,103,93009
2025-01-01T02:00:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,106,90842
2025-01-01T02:00:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,104,85592
2025-01-01T02:01:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,103,81679
2025-01-01T02:01:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,95,77615
2025-01-01T02:02:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,95,78470
2025-01-01T02:02:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,115,93610
2025-01-01T02:03:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,101,82618
2025-01-01T02:03:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,100,83700
2025-01-01T02:04:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,85,66810
2025-01-01T02:04:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,83,61420
2025-01-01T02:05:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,118,98530
2025-01-01T02:05:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,96,70944
2025-01-01T02:06:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,73,56794
2025-01-01T02:06:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,129,105393
2025-01-01T02:07:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,98,80164
2025-01-01T02:07:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,88,69344
2025-01-01T02:08:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,105,83580
2025-01-01T02:08:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,112,91056
2025-01-01T02:09:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,111,85692
2025-01-01T02:09:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,113,97745
2025-01-01T02:10:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,94,71816
2025-01-01T02:10:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,118,93456
2025-01-01T02:11:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,119,93058
2025-01-01T02:11:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,119,95795
2025-01-01T02:12:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,107,92234
2025-01-01T02:12:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,101,76962
2025-01-01T02:13:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,100,81800
2025-01-01T02:13:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,88,72600
2025-01-01T02:14:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,99,83655
2025-01-01T02:14:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,79,60672
2025-01-01T02:15:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,87,66642
2025-01-01T02:15:00,eni-0123456789abcdef1,198.51.100.1,10.0.0.2,ingress,107,84744
2025-01-01T02:16:00,eni-0123456789abcdef0,198.51.100.1,10.0.0.1,ingress,102,80886
